chat_id	dialogue
14452744	"Пользователь: Добрый день! Входит ли в пакет моих услуг консультация?
Оператор: Здравствуйте, Анна Сергеевна
Оператор: Минуту, пожалуйста
Оператор: Анна Сергеевна, да 
Пользователь: Не нашла точного ответа на мой вопрос. Может ли моя организация сделать подарок сотруднику в виде турпоездки всей семьей (не по России) при письменном оформлении договора дарения.
Пользователь: В случае возможности оформления турпоездки в качестве подарка организация удержит с сотрудника НДФЛ с полой стоимости путевки, уплатит НДС с полной стоимости путевки (или уменьшит на сумму входного НДС туроператора), страховые взносы не платим, верно?
Оператор: Анна Сергеевна, может Дарить сотрудникам можно любые вещи, в том числе деньги и подарочные сертификаты. Работодатель вправе поощрять сотрудников, в том числе и подарками (ст. 191 ТК). 
Оператор: Какие подарки облагать НДФЛ Нужно ли начислить страховые взносы при выдаче сотруднику подарка 
Оператор: Как начислить НДС со стоимости подарка сотруднику или его ребенку 
Пользователь: есть ли в этом налоговые риски и какие?
Оператор: Анна Сергеевна, если начислить и уплатить необходимые налоги и взносы, то рисков нет 
Оператор: Как учесть выдачу сотрудникам путевок, которые приобрела организация 
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452749	"Пользователь: подскажите пожалуйста в случае смены учредителя имеет ли он право на получение дивидендов за предыдущие годы
Оператор: Здравствуйте, Наталья Николаевна! У вас сейчас приоритетная поддержка. Постараемся помочь как можно скорее!
Оператор: Минуту, пожалуйста
Оператор: Кто - он?
Пользователь: не поняла вопроса
Пользователь: физ.лицо
Оператор: в случае смены учредителя имеет ли он - кто он? старый новый? 
Оператор: Дивиденды, в т.ч. за прошлые периоды, получает новый учредитель. Прежний участник утратил право на дивиденды, в том числе, и за счет прибыли прошлых лет, в момент: нотариального удостоверения сделки (по общему правилу); внесения изменений в ЕГРЮЛ для сделок, не требующих нотариального удостоверения (перечислены в п. 11 ст. 21 Закона от 8 февраля 1998 г. № 14-ФЗ). 
Оператор: Вы можете оценить мой ответ в конце диалога
Нет: Пользователь оценил чат
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452772	"Пользователь: Здравствуйте. Нам должны были ответить еще 27 числа, а сегодня 28 ответа нет. Во вкладке письменно.
Оператор: Здравствуйте, Людмила Евгеньевна! У вас сейчас приоритетная поддержка. Постараемся помочь как можно скорее!
Оператор: Минуту, пожалуйста
Оператор: Сроки ответа временно увеличены из-за большой загруженности экспертной поддержки в связи с налоговой реформой. Приносим извинения за доставленные неудобства, будем стараться в ближайшее время вернуть прежний срок ответов. 
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452792	"Пользователь: Добрый день!
Оператор: Здравствуйте, Алина Лироновна! У вас сейчас приоритетная поддержка. Постараемся помочь как можно скорее!
Оператор: Чем я могу вам помочь?
Пользователь: По трудовым договорам, заключенным с иностранными гражданами, сведения о которых представлены в МВД России, НУЖНО ли не представлять сведения о выплатах в расчетах по страховым взносам каким либо иным способом, отличным от РАСЧЕТА ПО СТРАХОВЫМ ВЗНОСАМ?
Пользователь: *НУЖНО ли представлять сведения
Оператор: Алина Лироновна, иностранцы со статусом ВКС?
Оператор: Как принять на работу иностранца — высококвалифицированного специалиста 
Оператор: работодатель уведомляет территориальный миграционный орган о фактической выплате высококвалифицированным специалистам зарплаты. Срок — ежеквартально не позднее последнего рабочего дня месяца, который следует за отчетным кварталом. 
Пользователь: НЕ вкс
Пользователь: по РСВ и по 6-ндфл он указан, почему-то налоговая пишет - не представлены сведения о выплатах в расчетах по страховым взносам
Пользователь: может быть есть еще какой то отчет по иностранцам?
Оператор: Алина Лироновна, заполнили подраздел 4 и приложение 5? 
Оператор: Алина Лироновна, судя по формулировке, налоговая не видит иностранца в РСВ 
Оператор: Вы можете оценить мой ответ в конце диалога"
14452804	"Пользователь: Добрый день! Подскажите пожалуйста есть ли в системе пояснения по блокировке счета физического лица по 115-ФЗ?
Оператор: Здравствуйте, Марина Юрьевна! У вас сейчас приоритетная поддержка. Постараемся помочь как можно скорее!
Оператор: Минуту, пожалуйста
Оператор: Вот ссылка по вашему вопросу 
Пользователь: Здесь в основном по юр лицам, видимо по физическим это редко бывает
Оператор: В системе есть юридическая информация в рамках корпоративного права, по юридическим вопросам физлиц информация минимальна, так как это не относится к тематике нашей работы. По ссылке выше приведены нормы по физлицам в том числе. За более подробной информацией рекомендуем обращаться в банк
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452850	"Пользователь: интерисуют не проценты,а сам заем
Оператор: Здравствуйте, Николай Юрьевич ! У вас сейчас приоритетная поддержка. Постараемся помочь как можно скорее!
Оператор: Минуту, пожалуйста
Оператор: Предоставленные займы 
Оператор: Вы можете оценить мой ответ в конце диалога
Нет: Пользователь оценил чат
Пользователь: Вы прислали краткосрочные? Нужно долгосрочные
Оператор: Расшифровка строк бухгалтерского баланса 
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452857	"Пользователь: Добрый день. ООО- на УСН(15%) за 2024г. получила выручку более 60млн. Стоматологические услуги освобождены от НДС по закону. Непонятно как заполнить декларацию по НДС раздел 7 графа 4. Ведь на УСН учет НДС от поставщиков не ведется в принципе. ПРошу помочь
Оператор: Здравствуйте, Елена Алексеевна
Оператор: Минуту, пожалуйста
Оператор: При наличии необлагаемых операций по пункту 2 статьи 146 и статье 149 НК упрощенцы, не освобожденные от НДС по статье 145 НК, декларацию по НДС сдают. 
Оператор: Ведите раздельный учет входного НДС при совмещении облагаемых и не облагаемых НДС операций, если применяете общие ставки 20 или 10 процентов (п. 4 ст. 149 НК). Налог по покупкам для облагаемых НДС операций принимайте к вычету, а для необлагаемых – включайте в стоимость реализуемых товаров, работ, услуг или имущественных прав (подп. 1 п. 2 ст. 170, п. 2 ст. 171 НК). 
Пользователь: Кроме оказания стоматологических услуг, другой реализации нет. Т.е сдавать декларацию по НДС не надо, даже если выручка была более 60млн? Я Вас правильно поняла?????
Оператор: Сдаете декларацию с разделом 7, разъяснений по заполнению гр 4 на данный момент нет.
Оператор: На ваш вопрос понадобится больше времени — мы изучим ситуацию и ответим вам во вкладке чата «Письменно». Сроки ответа могут быть увеличены (более 24 часов) из-за большой загруженности экспертной поддержки в связи с налоговой реформой. Приносим извинения за доставленные неудобства, мы стараемся в ближайшее время вернуть прежний срок ответов. Вы согласны подождать?
Пользователь: Я согласна подождать письменного ответа,т.к. ответы через онлайн- помощника мне не помогли
Оператор: Ваш вопрос оформлен под №[4594173]. Ответ на него будет готов в течение 24-х часов и вы можете посмотреть его на вкладке Письменно. Подробнее ознакомиться с правилами подготовки и получения ответов экспертов, Вы можете на нашем "" "">сайте .
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452860	"Пользователь: Здравствуйте. Мы акционерное общество с количеством участников более 50 человек, освобождены от обязательного аудита. В какие сроки должны разместить годовую бухгалтерскую отчетность в интернете?
Оператор: Здравствуйте, Алсу Назибовна
Оператор: Минуту, пожалуйста
Оператор: уточните, что именно подразумеваете под интернетом?
Пользователь: раскрытие отчетности
Пользователь: в ЕФРСФДЮЛ
Оператор: Вот ссылка по вашему вопросу 
Пользователь: Т.е если отчетность сформировали сдали в налоговую, то последний срок - 31.03?
Оператор: На Федресурсе размещают информацию организации, которые обязаны раскрывать информацию в СМИ. Размесить информацию нужно течение трех рабочих дней с даты опубликования бухгалтерской отчетности в СМИ 
Оператор: Это указано в материале выше
Пользователь: что значит с даты опубликования?
Оператор: это значит с даты опубликования в СМИ
Пользователь: если мы отчетность подписали сегодня и сдали в налоговую сегодня,
Оператор: Если Вы не публикуете информацию в СМИ, на Федресурсе размещать ее не нужно
Оператор: публикование в СМИ не связано с подписанием и сдачей в налоговую
Пользователь: Хорошо, тогда кто обязан публиковать в СМИ?
Оператор: В материале выше есть ссылка об этом. Если Вы ее не нашли, посмотрите здесь 
Оператор: Вы можете оценить мой ответ в конце диалога
Пользователь: Мы непубличное акционерное общество, с количеством участников более 50 человек. Должны ли мы публиковать отчетность в СМИ и в какие сроки?
Оператор: По ссылке выше указано, что публикуют отчетность публичные АО. Если Вы непубличное, значит, не должны публиковать. Иные случаи опубоикования также указаны по ссылке выше
Нет: Пользователь оценил чат
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452862	"Пользователь: запуталась. просто сейчас в панике. т.е. если я плачу 20 % то перейти смогу на 7% только после 3-х лет?
Оператор: Здравствуйте, Наталья Валерьевна
Оператор: Минуту, пожалуйста
Оператор: Наталья Валерьевна, выше эксперт указал, что при выборе ставки 20 (10) процентов такой обязанности нет
Пользователь: т.е я ее могу поменять во втором квартале 2025 года?
Пользователь: честно, просто голова кругом идет
Пользователь: по этому у Вас решила проконсультироваться
Оператор: Да, если выполняются условия по доходам 
Нет: Пользователь оценил чат
Пользователь: спасибо большое за помощь!
Оператор: Были рады Вам помочь!
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452869	"Пользователь: Международного соглашения нет
Оператор: Здравствуйте, Алина Лироновна! У вас сейчас приоритетная поддержка. Постараемся помочь как можно скорее!
Пользователь: это гражданин Казахстана
Оператор: Минуту, пожалуйста
Пользователь: но рсв и в 6-ндфл он есть)
Оператор: Других отчетов по иностранцам нет 
Пользователь: Странно очень
Пользователь: а возможно, что они не видят?
Оператор: у Вас же отчеты приняты, и потом других сотрудников они видят
Пользователь: )))
Оператор: Телефона исполнителя нет в требовании? Лучше в налоговой уточнить
Оператор: Вы можете оценить мой ответ в конце диалога
Нет: Пользователь оценил чат
Пользователь: Да есть, позвоню, Спасибо!
Оператор: Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14452897	"Пользователь: Коллеги добрый день!
Оператор: Здравствуйте, Евгения Владимировна
Оператор: Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск 
Пользователь: Есть ли ы Системе письмо - ответ в ИФНС о несвоевременной подачи 6 НДФЛ
Пользователь: Виктория, была подана 6 НДФЛ позже срока. Пришет акт и на акт нудно ответить , чтобы снизили сумму штрафа
Пользователь: Есть такая информация в Системе
Пользователь: Виктория, мне нужна информация по пояснению о снижении штрафп
Оператор: Посмотрите эти образцы как основу составления письма по Вашей ситуации В соответствии с правилами работы экспертной поддержки и в целях безопасности системы онлайн-помощник не скачивает и не анализирует документы пользователей. Ответы предоставляются на вопросы пользователей в чате. Поэтому для получения ответа на вопрос, скопируйте его текст, пожалуйста, непосредственно в чат.
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!
Нет: Пользователь оценил чат"
14453004	"Пользователь: добрый день. ИП УСН+ПСН. патент на розничную торговлю на одну торговую точку. Хочет открыть вторую торговую точку. Вопрос. нужно получать второй патент на розничную торговлю или подавать какое то заявление на изменение действующего патента?
Оператор: Здравствуйте, Мария Анатольевна
Оператор: Минуту, пожалуйста
Оператор: Больше торговых точек. Если ИП открывает еще одну торговую точку, то в одних случаях нужно переоформить старый патент, в других – купить второй патент. Второй патент нужен, если до этого все точки были в одном субъекте, а затем ИП решил расширяться и открыть магазин в другом регионе. Или же регион разделен на несколько территорий и на каждой из них своя стоимость патента. Например, в Москве стоимость патента для розничной торговли отличается для трех районов города (Закон Москвы от 31.10.2012 № 53). Поэтому, если ИП открывает новую точку на той же территории, где у него уже есть магазин, он может лишь переоформить патент. Если же он открыл магазин в Северном округе, а потом решил открыть в центре Москвы, то нужно получить второй патент. Второй патент потребуется, если ИП открывает еще одну точку, с которой налог нужно платить с другого потенциально возможного дохода. Например, если у ИП был магазин с торговым залом, а он открывает вторую точку без торгового зала или новый магазин по площади попадает в другую категорию. 
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!
Пользователь: у нас вторая точка в том же субъекте, то есть надо переоформить патент
Пользователь: каким документом переоформляется патент?
Пользователь: Каким документом переоформляется патент???
Оператор: в рекомендации по ссылке выше написано ""Чтобы ИФНС пересчитала стоимость патента, направьте заявление в произвольной форме. Если нужно получить еще один патент или новый взамен ранее выданного из-за увеличения физических показателей, подайте новое заявление на патент. Заявление нужно подать за 10 рабочих дней до начала деятельности с измененными физическими показателями или по новому адресу.""
Пользователь: не понятно, просто подаю новое заявление на патент с указанием первой торговой точки и добавлением второй торговой точки? Текущей датой? есть ли какие то рекомендации по заполнению такого заявления?
Оператор: На ваш вопрос понадобится больше времени — мы изучим ситуацию и ответим вам во вкладке чата «Письменно». Сроки ответа могут быть увеличены (более 24 часов) из-за большой загруженности экспертной поддержки в связи с налоговой реформой. Приносим извинения за доставленные неудобства, мы стараемся в ближайшее время вернуть прежний срок ответов. Вы согласны подождать?
Оператор: Как заполнить заявление на патент Заявление нужно подать за 10 рабочих дней до начала деятельности с измененными физическими показателями
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14453011	"Пользователь: добрый вечер. если во время не предоставить бух/отчетность в налоговую, то какие штраф. санкции? счет могут заблокировать?
Оператор: Здравствуйте, Елена Сергеевна! У вас сейчас приоритетная поддержка. Постараемся помочь как можно скорее!
Оператор: Минутку, пожалуйста...
Оператор: Инспекция вправе приостановить операции по банковским счетам (счету цифрового рубля), если организация не представила в течение 20 рабочих дней после установленного срока: налоговую декларацию; расчет по страховым взносам; расчет 6-НДФЛ; расчет о доходах, выплаченных иностранным организациям. Такие правила – в пунктах 3, 3.2 статьи 76 НК. Квартальные декларации по налогу на прибыль приравнивают к расчетам авансовых платежей. Если вы опоздали с подачей таких деклараций за I квартал, полугодие или девять месяцев, заблокировать счет инспекция не вправе (п. 20 Обзора, направленного для использования в работе письмом ФНС от 17.04.2017 № СА-4-7/7288). 
Пользователь: вопрос был про штраф санкции при не предоставлени бух отчетности
Пользователь: не ответили на вопрос
Оператор: Если вовремя не представить бухгалтерскую отчетность в ИФНС, то инспекция может оштрафовать организацию. Для организаций, отчетность которых не размещают в ГИР БО, — 200 руб. за каждый документ, который не сдали вовремя. Для организаций, которые сдают отчетность в ГИР БО, — от 3000 до 5000 руб. Штраф для должностных лиц от 300 руб. до 500 руб. подробнее: 
Оператор: Вы можете оценить мой ответ в конце диалога
Пользователь: спасибо
Нет: Пользователь оценил чат
Оператор: Спасибо за Вашу оценку! Если у Вас появятся вопросы, ждем Вас снова.
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14453086	"Пользователь: Здравствуйте.
Оператор: Здравствуйте, Ирина 
Оператор: Рады приветствовать Вас на нашем сайте!
Пользователь: Поиском не понимаю как пользоваться и вынуждена сюда все время писать
Пользователь: None
Пользователь: Здравствуйте, Дарья.
Оператор: Как искать и находить нужный материал в Системе Главбух 
Оператор: мы не скачиваем и не открываем файлы от пользователей,задайте ваш вопрос в чате
Пользователь: Организация занимается ВЭД, покупатель приобретает ткани и просит на декларацию соответствия доверенность на её использование ему дали. Как это происходит и в какой форме ему выдать доверенность, есть ли форма?
Оператор: Как составить и выдать доверенность 
Пользователь: Есть материал на тему ВЭД и какую доверенность следует выдавать покупателю, который декларацию о соответствии ткани будет использовать по своему усмотрению? Покупатель бюджетная организация.
Пользователь: В декларации соответствия есть Qr код по нему можно перейти и проверить кто заявитель и действует ли декларация о соответствии, что заявлено в декларации. Зачем доверенность... Что говорит закон по этому поводу?
Оператор: Ваш вопрос требует консультации юриста. Я могу отправить его в экспертную поддержку — в течение суток юристы ответят вам письменно. Если и они не смогут ответить из-за ограничения по тематике, мы вам об этом сообщим. Отправить вопрос юристам?
Пользователь: Да
Оператор: Ваш вопрос оформлен под №[4594221]. Ответ на него будет готов в течение 24-х часов и вы можете посмотреть его на вкладке Письменно. Подробнее ознакомиться с правилами подготовки и получения ответов экспертов, Вы можете на нашем "" "">сайте .
Нет: Пользователь оценил чат
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14453087	"Пользователь: Как начисляются проценты по ППА (аренда земли без права выкупа)?
Оператор: Здравствуйте, Галина Петровна
Пользователь: И амортизация?
Оператор: Минуту, пожалуйста
Оператор: Вот ссылка по вашему вопросу. 
Пользователь: Ссылка которую вы прислали, касается лизинга, или при аренде земли у Администрации для строительства по ДДУ, учёт тот же ?
Оператор: вот конкретно по земли 
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14453109	"Пользователь: добрый вечер, никак не могу найти образец договора оказания гостиничных услуг
Оператор: Здравствуйте, Альбина Маратовна
Оператор: Минуту, пожалуйста
Оператор: Вот ссылка по вашему вопросу. 
Нет: Пользователь оценил чат
Пользователь: спасибо большое!!!
Оператор: Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
Пользователь: ой а он не скачивается
Оператор: он из другой версии,вы можете выделить текст и скопировать в ворд
Пользователь: спасибо
Оператор: Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14453126	"Пользователь: предусмотрен ли штраф, если проигнорировать уведомление от налоговой, которое отправлено в свободной форме, в котором просят пересдать декларацию
Оператор: Здравствуйте, Мария Витальевна
Оператор: если это не требование,то нет
Пользователь: а есть ссылка основание?
Оператор: Вот ссылка по вашему вопросу. 
Нет: Пользователь оценил чат
Пользователь: спасибо!
Оператор: Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
Пользователь: что-то там другое
Оператор: это ответственность согласно НК, она предусмотрена только по требованиям составленным в определенном формате
Пользователь: хорошо, спасибо
Оператор: Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14453144	"Пользователь: 26.03.2025 №4587563
Оператор: Здравствуйте, Юлия Андреевна
Пользователь: Добрый день! 26.03 отправляла письменный вопрос (26.03.2025 №4587563), ответ до сих пор не прислали. Сориентируйте, пожалуйста, по срокам
Оператор: Сроки ответа временно увеличены из-за большой загруженности экспертной поддержки в связи с налоговой реформой. Приносим извинения за доставленные неудобства, будем стараться в ближайшее время вернуть прежний срок ответов. У онлайн-помощника нет информации по срокам подготовки ответов экспертами. Это зависит от загруженности эксперта, курирующего соответствующую тематику вопросов.
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14453198	"Пользователь: совершенно не тот ответ на вопрос
Оператор: Сегодня выходной день. Если вы хотите получить оперативный ответ, задайте вопрос когда индикатор на кнопке «Онлайн-помощник» станет зеленым. Если вы готовы подождать, мы обработаем ваш запрос в ближайший рабочий день."
14453266	"Пользователь: Добрый день. Списали задолженность в виде займа, включать ли списание в Ф1 и Ф2
Оператор: Здравствуйте, Татьяна Анатольевна
Оператор: Минуту, пожалуйста
Оператор: Вот ссылка по вашему вопросу. 
Пользователь: это я уже сама нашла , но там нет конкретно про списанный займ
Оператор: На ваш вопрос понадобится больше времени — мы изучим ситуацию и ответим вам во вкладке чата «Письменно». Сроки ответа могут быть увеличены (более 24 часов) из-за большой загруженности экспертной поддержки в связи с налоговой реформой. Приносим извинения за доставленные неудобства, мы стараемся в ближайшее время вернуть прежний срок ответов. Вы согласны подождать?
Пользователь: нет , не нужно
Оператор: Без вашего подтверждения мы не смогли передать вопрос экспертам. Если он не решится, сообщите мне об этом.
Оператор: Вы можете оценить мой ответ в конце диалога
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
14390385	"Пользователь: Когда в бюджет перечислять НДФЛ ... Если у нас Соглашение о зачете например 25.03.2025 ...... Взаимозачет . На следующий день
Оператор: Здравствуйте, Наталия Александровна
Пользователь: не позднее 26.03.2025 я должна уплатить
Оператор: Уже ищу ответ. Подождите, пожалуйста.
Оператор: Уточните, зачет по какой именно операции? Сделке?
Пользователь: Соглашение о зачете взаимных требований Физ лицо заем брал у ООО теперь дивидендами хочет сделать взаимозачет
Пользователь: Соглашение составлено 25.03.2025
Оператор: Спасибо. Уточняю.
Оператор: Срок уплаты зависит от даты возникновения дохода. У вас - день выплаты дивидендов и взаимозачет. А даты уплаты - общие в период удержания на дату возникновения дохода 
Оператор: Вы можете оценить мой ответ в конце диалога
Пользователь: налог, удержанный с 23-го по последнее число месяца, – по взаимозачету это 25 .03.2025 уплачивается 05.04.2025в бюджет
Пользователь: А то я засомневалась что по информации писали в интернете на следующий день после зачета
Нет: Пользователь оценил чат
Оператор: Да, все верно. Сроки для перечисления НДФЛ сейчас единые, все зависит от даты периода выплаты дохода.
Оператор: Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.
Оператор: Если у вас остались вопросы, нужны уточнения или более подробный ответ, пожалуйста, напишите мне. Я подберу дополнительные материалы или передам ваш вопрос в экспертную поддержку. Удачного дня!"
